address,x,y
서울특별시 강남구 도산대로46길 21 한진로즈힐아파트상가 B1<br><br> 지번 서울시 강남구 논현동 105-4 한진로즈힐아파트상가 B1,127.0370934,37.52084213
서울특별시 강남구 논현로26길 46-12 1F<br><br> 지번 서울시 강남구 도곡동 457-6 1F,,
서울특별시 강남구 압구정로10길 35-1 4F<br><br> 지번 서울시 강남구 신사동 534-6 4F,,
서울특별시 강남구 선릉로146길 23 4F<br><br> 지번 서울시 강남구 청담동 21-21 4F,,
서울특별시 강남구 논현로24길 9 1F<br><br> 지번 서울시 강남구 도곡동 449-7 1F,,
서울특별시 강남구 도산대로85길 13 B1<br><br> 지번 서울시 강남구 청담동 121-30 B1,127.0489544,37.52548311
서울특별시 강남구 압구정로2길 35<br><br> 지번 서울시 강남구 신사동 519-1,127.0205939,37.51956151
서울특별시 강남구 도산대로55길 37 1F<br><br> 지번 서울시 강남구 청담동 84-14 1F,,
서울특별시 강남구 봉은사로 123 리체힐신논현오피스텔 F101호<br><br> 지번 서울시 강남구 논현동 202-9 리체힐신논현오피스텔 F101호,127.0270463,37.50558031
서울특별시 강남구 선릉로157길 14<br><br> 지번 서울시 강남구 신사동 663-23,127.0388275,37.52614893
서울특별시 강남구 영동대로106길 9 5F<br><br> 지번 서울시 강남구 삼성동 160-22 5F,,
서울특별시 강남구 봉은사로4길 23 2-3F<br><br> 지번 서울시 강남구 역삼동 811-13 2-3F,,
서울특별시 강남구 테헤란로 610 B1<br><br> 지번 서울시 강남구 대치동 995-16 B1,127.0645418,37.50882291
서울특별시 강남구 언주로 118<br><br> 지번 서울시 강남구 도곡동 467-24,127.0518555,37.48691597
서울특별시 강남구 논현로151길 41 상운빌딩 102호<br><br> 지번 서울시 강남구 신사동 561 상운빌딩 102호,127.0248136,37.51960349
서울특별시 강남구 도산대로30길 39<br><br> 지번 서울시 강남구 논현동 75,127.030702,37.51744511
서울특별시 강남구 강남대로122길 14 B1<br><br> 지번 서울시 강남구 논현동 166-2 B1,127.0243414,37.50783468
