title,Point,View,Review,Star,Type
임프레션,4.5,"51,134",31,"1,701",프랑스 음식
코슌,4.5,"42,744",24,"1,345",이자카야 / 오뎅 / 꼬치
덕후선생,4.5,"42,100",57,"1,143",기타 중식
소이연남마오,4.5,"196,726",75,"4,689",태국 음식
고갯마루집,4.5,"219,125",139,"4,901","['닭 / 오리 요리', '닭도리탕 (소)\n30,000원\n닭도리탕 (대)\n45,000원\n오리주물럭\n35,000원\n황기삼계탕\n14,000원\n황기닭곰탕 (점심)\n7,000원']"
르뱅룰즈,4.5,"20,387",37,674,"['베이커리', '꼬숑누와 잠봉뵈르\n7,500원\n루꼴라 프로마쥬 잠봉뵈르\n8,500원\n토마토 페퍼 먹물 푸가스\n6,000원\n무화크림바게트\n6,500원\n소금빵\n3,000원']"
해목,4.5,"31,857",37,"1,031","['정통 일식 / 일반 일식', '특히츠마부시\n57,000원\n히츠마부시\n39,000원\n특카이센동\n50,000원\n카이센동\n36,000원\n연어+네기도로\n22,000원']"
스기타마,4.5,"49,237",18,"1,247","['이자카야 / 오뎅 / 꼬치', '유부구이\n6,000원\n크림치즈와 슈토\n8,000원\n무조림\n5,000원\n연근칩\n6,000원\n코센 무로카나마겐슈\n10,000원']"
신비갈비살,4.5,"90,633",30,"2,248","['고기 요리', '갈비한짝모듬\n110,000원\n갈비반짝모듬\n60,000원\n한우갈비살 (100g)\n19,000원']"
우제홍참치,4.5,"63,222",28,"1,395",회 / 스시
더그레이트홍연,4.5,"9,280",10,118,정통 중식 / 일반 중식
핫쵸,4.5,"22,074",25,"1,045",정통 일식 / 일반 일식
왕스덕,4.5,"50,644",22,"1,226",정통 중식 / 일반 중식
옥토스,4.5,"56,292",14,844,"['해산물 요리', '활문어코스\n79,000원\n활문어숙회\n39,000원\n활문어튀김\n39,000원\n먹물라면\n5,000원\n참소라숙회\n20,000원']"
로바타라이브라,4.5,"22,371",13,709,이자카야 / 오뎅 / 꼬치
양재초밥,4.5,"46,714",30,"1,016",회 / 스시
최가네버섯샤브매운탕칼국수,4.5,"53,704",43,"1,580",탕 / 찌개 / 전골
PIZZA PIZZA,4.5,"12,653",10,299,기타 양식
르와조,4.5,"5,384",18,155,카페 / 디저트
보보식당,4.5,"8,160",8,441,퓨전 중식
